Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Davidson,37057,37057061600,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,,,5.8,6.3,2926,POINT (-80.28379765 35.81464571),37057061600,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,640
2020,NC,North Carolina,Davie,37059,37059080200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.0,,,18.4,21.5,5207,POINT (-80.51918034 36.01429307),37059080200,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2334
2019,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.1,,,30.0,32.1,4514,POINT (-80.27851785 36.03775384),37067003702,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Davidson,37057,37057061802,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.4,,,16.2,22.5,6740,POINT (-80.20952412 35.73258073),37057061802,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,640
2019,NC,North Carolina,Forsyth,37067,37067001901,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.6,,,32.0,33.3,1549,POINT (-80.22677871 36.06489855),37067001901,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000400,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.6,,,19.4,21.7,3251,POINT (-80.24190229 36.120282),37067000400,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003315,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.7,,,14.2,15.2,3424,POINT (-80.06639415 36.09662422),37067003315,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Davidson,37057,37057061300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.1,,,3.6,4.7,2176,POINT (-80.2585069 35.82918924),37057061300,HLTHOUT,STROKE,CrdPrv,Stroke,37,640
2019,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.9,,,32.7,35.1,1799,POINT (-80.25301013 36.11101159),37067000301,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.2,,,34.6,35.7,7104,POINT (-80.4541356 36.06780171),37067004007,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004014,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.6,,,9.0,10.2,3016,POINT (-80.3720694 36.02610959),37067004014,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002001,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,81.9,,,81.2,82.4,2367,POINT (-80.23531428 36.0563685),37067002001,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.0,,,10.0,12.1,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Davidson,37057,37057062002,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,35.9,,,30.1,41.9,4021,POINT (-80.1057242 35.61269591),37057062002,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,640
2019,NC,North Carolina,Davidson,37057,37057061902,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.7,,,85.6,85.9,5308,POINT (-80.13407084 35.74803338),37057061902,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,640
2020,NC,North Carolina,Davidson,37057,37057061000,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.7,,,68.0,73.3,5158,POINT (-80.06081342 35.88236688),37057061000,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,640
2019,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.6,,,85.2,86.1,2052,POINT (-80.2468533 36.09765376),37067000100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,,,6.0,6.5,3649,POINT (-80.14051155 36.19347844),37067003105,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Davidson,37057,37057060303,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.7,,,10.5,13.1,4372,POINT (-80.34718598 35.9377252),37057060303,HLTHSTAT,GHLTH,CrdPrv,General Health,37,640
2019,NC,North Carolina,Forsyth,37067,37067003806,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.0,,,88.8,89.2,3012,POINT (-80.34715788 36.04204472),37067003806,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002001,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.2,,,16.0,18.4,2367,POINT (-80.23531428 36.0563685),37067002001,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,58.5,,,50.2,66.0,2481,POINT (-80.29653307 36.12099139),37067002601,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.6,,,12.5,14.8,5611,POINT (-80.38568698 36.05872572),37067004012,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.4,,,6.1,15.8,3607,POINT (-80.32526058 36.08948295),37067003905,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.4,,,30.6,32.2,3531,POINT (-80.3193267 36.23878572),37067002808,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002904,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.1,,,82.8,85.4,2151,POINT (-80.18242779 36.21682825),37067002904,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Davidson,37057,37057060601,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.5,,,7.9,9.2,4342,POINT (-80.08869307 35.92942968),37057060601,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,640
2020,NC,North Carolina,Davidson,37057,37057061802,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.5,,,78.5,80.5,6740,POINT (-80.20952412 35.73258073),37057061802,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,640
2020,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,3429,POINT (-80.37297472 36.16789211),37067004104,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004015,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.5,,,27.3,29.7,3296,POINT (-80.36811626 35.99743566),37067004015,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,82.7,,,80.1,85.1,6039,POINT (-80.28414477 36.14657959),37067002703,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.1,,,6.4,7.8,4774,POINT (-80.0940727 36.12512118),37067003201,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003314,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,21.6,,,20.4,22.9,3171,POINT (-80.05497862 36.06733777),37067003314,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003004,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.0,3618,POINT (-80.12850447 36.11908004),37067003004,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003315,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.1,,,28.6,31.5,3424,POINT (-80.06639415 36.09662422),37067003315,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002501,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,60.1,,,53.7,65.9,2590,POINT (-80.28289292 36.10440801),37067002501,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2019,NC,North Carolina,Davie,37059,37059080300,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.3,,,90.2,90.5,8657,POINT (-80.46461065 35.96518403),37059080300,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2334
2020,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,29.2,,,25.2,33.2,1799,POINT (-80.25301013 36.11101159),37067000301,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Davidson,37057,37057061901,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.0,,,6.5,7.4,6301,POINT (-80.12394932 35.80297462),37057061901,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,640
2020,NC,North Carolina,Davidson,37057,37057060202,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,19.1,,,13.7,25.1,2424,POINT (-80.20068759 36.00858353),37057060202,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,640
2020,NC,North Carolina,Forsyth,37067,37067001901,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.0,,,44.1,45.9,1549,POINT (-80.22677871 36.06489855),37067001901,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.7,,,8.9,10.5,4514,POINT (-80.27851785 36.03775384),37067003702,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.8,,,30.9,32.8,5968,POINT (-80.24387607 36.01874338),37067003600,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Davidson,37057,37057061703,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.2,,,67.3,71.3,4349,POINT (-80.37680032 35.77806791),37057061703,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,640
2020,NC,North Carolina,Davidson,37057,37057060500,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.2,,,28.6,31.8,5499,POINT (-80.14664556 35.88301461),37057060500,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,640
2020,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.8,,,10.9,15.1,3429,POINT (-80.37297472 36.16789211),37067004104,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003103,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,74.0,,,70.2,77.4,5468,POINT (-80.07657309 36.18365292),37067003103,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Davie,37059,37059080500,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.3,,,32.8,35.7,4428,POINT (-80.53020966 35.90212535),37059080500,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2334
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,31.6,,,29.3,34.1,4095,POINT (-80.23983926 36.15171466),37067001500,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.9,,,19.9,21.9,5864,POINT (-80.30932926 36.16277665),37067002701,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,4061,POINT (-80.15049361 36.07676397),37067003310,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.6,,,77.7,79.4,1926,POINT (-80.12891868 36.06085301),37067003311,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004005,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,8.9,4695,POINT (-80.40059216 36.00488745),37067004005,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Forsyth,37067,37067002904,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.4,,,10.9,12.0,2151,POINT (-80.18242779 36.21682825),37067002904,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001902,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.0,,,14.9,17.1,1917,POINT (-80.24633872 36.07103874),37067001902,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.9,,,14.6,15.3,7104,POINT (-80.4541356 36.06780171),37067004007,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2019,NC,North Carolina,Davidson,37057,37057061600,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.6,,,33.9,35.3,2926,POINT (-80.28379765 35.81464571),37057061600,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,640
2020,NC,North Carolina,Davidson,37057,37057060500,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.4,,,56.6,65.8,5499,POINT (-80.14664556 35.88301461),37057060500,PREVENT,DENTAL,CrdPrv,Dental Visit,37,640
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.5,,,83.7,87.0,4150,POINT (-80.31211305 36.18441106),37067002804,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.4,,,7.1,7.7,3085,POINT (-80.33648197 36.11261823),37067003908,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Davidson,37057,37057061000,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.9,,,30.0,44.1,5158,POINT (-80.06081342 35.88236688),37057061000,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,640
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.3,,,21.1,23.5,3607,POINT (-80.32526058 36.08948295),37067003905,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.2,,,3.0,3.4,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Davidson,37057,37057061702,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.6,,,15.6,19.7,6730,POINT (-80.40433977 35.8134571),37057061702,HLTHSTAT,GHLTH,CrdPrv,General Health,37,640
2020,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,8.9,5611,POINT (-80.38568698 36.05872572),37067004012,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,,,1.9,2.4,2052,POINT (-80.2468533 36.09765376),37067000100,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003703,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81.8,,,78.9,84.4,6032,POINT (-80.28102146 36.01218772),37067003703,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Davidson,37057,37057060201,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.0,,,6.4,7.7,4909,POINT (-80.18001978 35.95866438),37057060201,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,640
2020,NC,North Carolina,Davidson,37057,37057061300,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.4,,,79.5,81.2,2176,POINT (-80.2585069 35.82918924),37057061300,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,640
2020,NC,North Carolina,Forsyth,37067,37067003805,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.7,,,31.6,33.9,5573,POINT (-80.32271014 36.06428965),37067003805,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Davie,37059,37059080600,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.4,,,7.1,9.8,3659,POINT (-80.57354592 35.9285473),37059080600,HLTHOUT,COPD,CrdPrv,COPD,37,2334
2020,NC,North Carolina,Forsyth,37067,37067003312,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.6,,,9.1,12.4,2692,POINT (-80.08847512 36.05925237),37067003312,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001601,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.8,,,14.9,20.6,3652,POINT (-80.21232108 36.14057573),37067001601,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.5,,,18.4,20.7,1859,POINT (-80.25651421 36.11934205),37067000302,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003803,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.4,,,13.2,15.7,4567,POINT (-80.30978958 36.02238988),37067003803,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,10.6,11.9,4956,POINT (-80.17945558 36.09222425),37067003309,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003402,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.3,,,11.0,17.8,2182,POINT (-80.13998466 36.03910993),37067003402,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003103,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.4,,,74.0,80.3,5468,POINT (-80.07657309 36.18365292),37067003103,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004013,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.6,,,78.9,80.1,3083,POINT (-80.39616926 36.03375437),37067004013,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000400,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.3,,,8.1,10.5,3251,POINT (-80.24190229 36.120282),37067000400,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Davidson,37057,37057060301,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.3,,,8.4,14.6,4534,POINT (-80.27386804 35.96586995),37057060301,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,640
2020,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,55.7,,,52.2,59.1,2238,POINT (-80.33905387 36.22017695),37067002809,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.2,,,11.6,12.8,3077,POINT (-80.22093654 36.12260812),37067001602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.0,,,5.5,6.7,2238,POINT (-80.33905387 36.22017695),37067002809,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,48.7,,,45.7,51.9,4095,POINT (-80.23983926 36.15171466),37067001500,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Davidson,37057,37057060601,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.4,,,10.7,18.4,4342,POINT (-80.08869307 35.92942968),37057060601,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,640
2020,NC,North Carolina,Davie,37059,37059080700,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.8,,,72.2,79.0,6393,POINT (-80.51827836 35.82487953),37059080700,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2334
2020,NC,North Carolina,Davidson,37057,37057062002,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.8,,,13.3,14.3,4021,POINT (-80.1057242 35.61269591),37057062002,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,640
2020,NC,North Carolina,Davidson,37057,37057061701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.0,,,19.8,24.3,4857,POINT (-80.3260222 35.80613957),37057061701,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,640
2020,NC,North Carolina,Forsyth,37067,37067003701,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.6,,,4.3,4.9,4830,POINT (-80.26968853 36.05616365),37067003701,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Davidson,37057,37057060800,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.1,,,35.9,38.1,4538,POINT (-80.10601932 35.88541159),37057060800,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,640
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.0,,,5.5,6.6,3531,POINT (-80.3193267 36.23878572),37067002808,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.1,,,72.4,75.9,4956,POINT (-80.17945558 36.09222425),37067003309,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Davidson,37057,37057060500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,8.9,10.2,5499,POINT (-80.14664556 35.88301461),37057060500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,640
2020,NC,North Carolina,Forsyth,37067,37067001602,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.9,,,4.6,5.2,3077,POINT (-80.22093654 36.12260812),37067001602,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
